id,machine_id,shift,timestamp,off_time,idle_time,production_time,total_parts,good_parts,bad_parts,availability,performance,quality,availability_loss,performance_loss,quality_loss,oee,update_date
154,4,2,2023-08-23 19:07:38,00:19:46,01:23:13,06:17:00,612,584,28,0.7854,0.8117,0.9542,0.2146,0.1883,0.0458,0.6083,2023-08-23 19:59:38
155,5,1,2023-02-26 17:48:20,00:23:44,01:07:07,06:29:08,705,686,19,0.8107,0.9059,0.973,0.1893,0.0941,0.027,0.7146,2023-02-26 18:08:45
156,5,2,2024-05-02 00:31:40,00:15:45,00:40:05,07:04:08,520,493,27,0.8836,0.613,0.9481,0.1164,0.387,0.0519,0.5135,2024-05-02 00:36:46
157,6,1,2023-01-26 03:04:05,00:30:16,00:46:39,06:43:04,613,598,15,0.8397,0.7604,0.9755,0.1603,0.2396,0.0245,0.6229,2023-01-26 03:14:01
158,5,1,2025-06-30 02:58:12,00:11:22,01:31:20,06:17:16,648,640,8,0.786,0.8588,0.9877,0.214,0.1412,0.0123,0.6667,2025-06-30 03:47:02
159,3,1,2023-07-28 12:51:50,00:25:55,00:38:33,06:55:30,629,629,0,0.8656,0.7569,1.0,0.1344,0.2431,0.0,0.6552,2023-07-28 13:09:00
160,1,2,2023-04-19 17:23:07,00:25:43,00:50:19,06:43:56,586,580,6,0.8416,0.7253,0.9898,0.1584,0.2747,0.0102,0.6042,2023-04-19 18:04:59
161,2,1,2023-08-27 00:13:47,00:33:18,00:41:53,06:44:48,756,750,6,0.8434,0.9338,0.9921,0.1566,0.0662,0.0079,0.7813,2023-08-27 01:07:51
162,2,2,2023-11-26 10:47:30,00:12:55,01:06:43,06:40:20,684,679,5,0.834,0.8543,0.9927,0.166,0.1457,0.0073,0.7073,2023-11-26 11:41:30
163,3,2,2023-04-03 12:11:44,00:01:48,01:07:07,06:51:04,751,742,9,0.8564,0.9135,0.988,0.1436,0.0865,0.012,0.7729,2023-04-03 12:44:51
164,4,2,2024-11-30 07:38:32,00:22:41,00:38:40,06:58:37,543,533,10,0.8721,0.6486,0.9816,0.1279,0.3514,0.0184,0.5552,2024-11-30 08:20:28
165,4,1,2023-07-05 13:26:43,00:26:23,01:23:59,06:09:36,656,654,2,0.77,0.8874,0.997,0.23,0.1126,0.003,0.6812,2023-07-05 13:53:55
166,1,2,2024-02-22 11:17:46,00:40:54,00:37:34,06:41:31,483,473,10,0.8365,0.6015,0.9793,0.1635,0.3985,0.0207,0.4927,2024-02-22 11:30:41
167,2,1,2024-04-05 04:10:10,00:34:06,00:57:16,06:28:36,463,455,8,0.8096,0.5957,0.9827,0.1904,0.4043,0.0173,0.474,2024-04-05 04:27:47
168,4,2,2023-12-13 00:32:47,00:14:29,00:31:13,07:14:17,811,783,28,0.9048,0.9337,0.9655,0.0952,0.0663,0.0345,0.8156,2023-12-13 00:34:10
169,3,2,2024-05-27 19:20:28,00:18:48,01:05:06,06:36:04,670,658,12,0.8252,0.8458,0.9821,0.1748,0.1542,0.0179,0.6854,2024-05-27 19:59:52
170,1,2,2024-03-13 16:38:36,00:09:11,01:45:39,06:05:09,709,704,5,0.7607,0.9708,0.9929,0.2393,0.0292,0.0071,0.7333,2024-03-13 16:59:53
171,3,2,2023-12-30 15:00:17,01:04:21,00:50:35,06:05:02,671,669,2,0.7605,0.9191,0.997,0.2395,0.0809,0.003,0.6969,2023-12-30 15:55:08
172,5,2,2025-04-05 01:21:18,00:30:13,01:27:54,06:01:52,662,650,12,0.7539,0.9147,0.9819,0.2461,0.0853,0.0181,0.6771,2025-04-05 01:33:06
173,2,2,2024-08-16 19:36:38,00:10:39,01:04:09,06:45:10,754,738,16,0.8441,0.9304,0.9788,0.1559,0.0696,0.0212,0.7687,2024-08-16 19:59:35
174,4,1,2024-01-14 19:40:41,00:30:55,00:35:11,06:53:53,696,654,42,0.8623,0.8408,0.9397,0.1377,0.1592,0.0603,0.6813,2024-01-14 20:29:56
175,5,1,2025-01-24 03:49:01,00:39:25,00:54:08,06:26:26,720,693,27,0.8051,0.9316,0.9625,0.1949,0.0684,0.0375,0.7219,2025-01-24 04:41:05
176,6,1,2024-03-05 19:17:18,00:14:56,00:16:38,07:28:25,685,649,36,0.9342,0.7638,0.9474,0.0658,0.2362,0.0526,0.676,2024-03-05 19:29:38
177,6,2,2023-12-15 02:43:48,00:06:23,00:31:51,07:21:45,744,725,19,0.9203,0.8421,0.9745,0.0797,0.1579,0.0255,0.7552,2023-12-15 02:53:26
178,3,2,2025-04-02 18:40:42,00:12:28,01:05:53,06:41:38,631,604,27,0.8367,0.7855,0.9572,0.1633,0.2145,0.0428,0.6292,2025-04-02 19:04:07
179,5,2,2023-11-04 21:27:29,00:10:40,00:19:04,07:30:15,782,752,30,0.938,0.8684,0.9616,0.062,0.1316,0.0384,0.7833,2023-11-04 21:50:33
180,2,2,2023-09-14 10:48:24,00:22:59,01:04:45,06:32:15,735,730,5,0.8172,0.9369,0.9932,0.1828,0.0631,0.0068,0.7604,2023-09-14 10:58:45
181,4,2,2023-01-23 00:09:10,00:09:29,00:20:29,07:30:01,699,697,2,0.9375,0.7766,0.9971,0.0625,0.2234,0.0029,0.726,2023-01-23 00:29:24
182,5,2,2023-12-22 05:37:20,00:05:12,00:52:28,07:02:19,816,804,12,0.8798,0.9661,0.9853,0.1202,0.0339,0.0147,0.8375,2023-12-22 06:09:55
183,5,1,2024-05-01 01:17:07,00:00:22,00:45:21,07:14:16,726,711,15,0.9047,0.8359,0.9793,0.0953,0.1641,0.0207,0.7406,2024-05-01 01:59:49
184,1,1,2025-09-14 23:27:45,00:07:58,00:53:25,06:58:35,562,554,8,0.8721,0.6713,0.9858,0.1279,0.3287,0.0142,0.5771,2025-09-14 23:30:23
185,4,2,2024-06-29 14:18:28,01:03:41,00:30:20,06:25:58,502,476,26,0.8041,0.6503,0.9482,0.1959,0.3497,0.0518,0.4958,2024-06-29 15:16:50
186,1,1,2023-06-04 18:36:14,00:06:36,00:55:26,06:57:57,741,735,6,0.8707,0.8865,0.9919,0.1293,0.1135,0.0081,0.7656,2023-06-04 19:18:50
187,2,2,2025-09-12 15:16:48,00:08:41,00:23:29,07:27:49,785,760,25,0.933,0.8765,0.9682,0.067,0.1235,0.0318,0.7917,2025-09-12 15:24:22
188,6,2,2023-04-22 08:20:52,00:41:15,01:04:24,06:14:20,507,500,7,0.7799,0.6772,0.9862,0.2201,0.3228,0.0138,0.5208,2023-04-22 09:01:11
189,1,1,2024-12-26 08:05:12,00:11:48,00:28:26,07:19:45,698,693,5,0.9161,0.7936,0.9928,0.0839,0.2064,0.0072,0.7219,2024-12-26 08:59:26
190,2,2,2024-09-20 06:00:48,00:08:18,01:00:14,06:51:26,676,667,9,0.8572,0.8215,0.9867,0.1428,0.1785,0.0133,0.6948,2024-09-20 06:42:39
191,4,1,2023-06-17 09:25:02,00:37:52,00:39:18,06:42:49,507,498,9,0.8392,0.6293,0.9822,0.1608,0.3707,0.0178,0.5187,2023-06-17 10:24:28
192,4,1,2023-03-09 18:08:33,00:09:31,00:20:46,07:29:41,563,561,2,0.9369,0.626,0.9964,0.0631,0.374,0.0036,0.5844,2023-03-09 18:24:34
193,5,1,2023-12-27 08:56:15,00:04:59,01:22:48,06:32:11,709,707,2,0.8171,0.9039,0.9972,0.1829,0.0961,0.0028,0.7365,2023-12-27 09:06:25
194,1,2,2025-11-10 08:54:45,00:17:55,01:25:18,06:16:45,570,566,4,0.7849,0.7564,0.993,0.2151,0.2436,0.007,0.5896,2025-11-10 09:32:48
195,5,1,2023-11-19 12:58:45,00:56:08,00:51:11,06:12:39,556,544,12,0.7764,0.746,0.9784,0.2236,0.254,0.0216,0.5667,2023-11-19 13:25:07
196,2,1,2025-07-19 10:35:53,00:15:25,00:57:30,06:47:03,562,545,17,0.848,0.6903,0.9698,0.152,0.3097,0.0302,0.5677,2025-07-19 11:19:14
197,5,1,2023-11-19 19:26:52,00:10:48,00:26:31,07:22:39,662,635,27,0.9222,0.7478,0.9592,0.0778,0.2522,0.0408,0.6615,2023-11-19 19:39:07
198,2,1,2023-02-12 10:43:33,00:24:08,01:24:41,06:11:10,598,596,2,0.7733,0.8055,0.9967,0.2267,0.1945,0.0033,0.6208,2023-02-12 10:51:33
199,1,2,2024-03-06 15:36:40,01:13:57,00:41:59,06:04:03,468,465,3,0.7584,0.6428,0.9936,0.2416,0.3572,0.0064,0.4844,2024-03-06 15:55:59
200,4,2,2025-12-14 20:15:07,00:11:01,01:27:02,06:21:55,508,494,14,0.7957,0.665,0.9724,0.2043,0.335,0.0276,0.5146,2025-12-14 21:02:46
